Name,Tag,Image URL,Origin,Length,Color,Stem Price,Quantity,First Quantity
Anthurium rambla,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0x2E1CFEAC8A589CAB325BE8C7DF4B1674A37DF3EB.jpg",,,,,,
Anthurium rambla,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0x2E1CFEAC8A589CAB325BE8C7DF4B1674A37DF3EB.jpg",,,,,,
Anthurium rambla,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0xA61B2A531E74DA9F86F045C3D89B6290007B0C61.jpg",NL,11 cm,Red,"€ 0,50",690,7x16
Anthurium rambla,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0xA61B2A531E74DA9F86F045C3D89B6290007B0C61.jpg",,,,,,
Anthurium rambla,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0xA61B2A531E74DA9F86F045C3D89B6290007B0C61.jpg",,,,,,
Anthurium tropical,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FART_Fotos%2FVBN%2Fvbn4725.jpg",BE,35 cm,Red,"€ 0,37",690,4x20
Anthurium tropical,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FART_Fotos%2FVBN%2Fvbn4725.jpg",,,,,,
Anthurium tropical,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FART_Fotos%2FVBN%2Fvbn4725.jpg",,,,,,
Anthurium verino,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0x582448C30DD62E970F79DDB6BCD846206A2B18E5.jpg",BE,50 cm,Green,"€ 0,82",690,8x10
Anthurium verino,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0x582448C30DD62E970F79DDB6BCD846206A2B18E5.jpg",,,,,,
Anthurium verino,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0x582448C30DD62E970F79DDB6BCD846206A2B18E5.jpg",,,,,,
Anthurium zafira,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0x6554A0098FAC352850D3353209DD0ACC79D50707.jpg",NL,13 cm,Tricolour,"€ 0,67",690,8x12
Anthurium zafira,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0x6554A0098FAC352850D3353209DD0ACC79D50707.jpg",,,,,,
Anthurium zafira,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0x6554A0098FAC352850D3353209DD0ACC79D50707.jpg",,,,,,
Anthurium zafira,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0xACB3EFD1F6ABE4D3AB700D8131E8D06D602FA1DC.jpg",NL,11 cm,Tricolour,"€ 0,50",690,9x16
Anthurium zafira,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0xACB3EFD1F6ABE4D3AB700D8131E8D06D602FA1DC.jpg",,,,,,
Anthurium zafira,,"https://res.cloudinary.com/dcutrnbeo/image/fetch/f_auto,q_auto,w_auto,h_184/https%3A%2F%2Fimg.ozexport.nl%2Fartikelfotos%2FLIVE_fotos%2F0xACB3EFD1F6ABE4D3AB700D8131E8D06D602FA1DC.jpg",,,,,,
